timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/03/29 11:41:28.318, 0, 100 %, 5 %, 16699 MiB, 49140 MiB, 64, 172.55 W
2026/03/29 11:41:28.318, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 16.64 W
2026/03/29 11:41:28.318, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.63 W
2026/03/29 11:41:28.319, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.67 W
2026/03/29 11:41:58.319, 0, 100 %, 5 %, 16699 MiB, 49140 MiB, 64, 156.65 W
2026/03/29 11:41:58.319, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 16.98 W
2026/03/29 11:41:58.319, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.55 W
2026/03/29 11:41:58.320, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.62 W
2026/03/29 11:42:28.320, 0, 100 %, 3 %, 16699 MiB, 49140 MiB, 65, 159.53 W
2026/03/29 11:42:28.321, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 16.58 W
2026/03/29 11:42:28.321, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.52 W
2026/03/29 11:42:28.321, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.64 W
2026/03/29 11:42:58.322, 0, 0 %, 0 %, 1262 MiB, 49140 MiB, 61, 86.08 W
2026/03/29 11:42:58.322, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 16.67 W
2026/03/29 11:42:58.322, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.61 W
2026/03/29 11:42:58.322, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.69 W
2026/03/29 11:43:28.322, 0, 0 %, 0 %, 1792 MiB, 49140 MiB, 57, 83.82 W
2026/03/29 11:43:28.323, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 16.98 W
2026/03/29 11:43:28.323, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.73 W
2026/03/29 11:43:28.323, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.50 W
2026/03/29 11:43:58.324, 0, 0 %, 0 %, 1792 MiB, 49140 MiB, 54, 82.95 W
2026/03/29 11:43:58.324, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 17.00 W
2026/03/29 11:43:58.324, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.57 W
2026/03/29 11:43:58.324, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.72 W
2026/03/29 11:44:28.324, 0, 0 %, 0 %, 1792 MiB, 49140 MiB, 53, 82.20 W
2026/03/29 11:44:28.324, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 16.72 W
2026/03/29 11:44:28.324, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.58 W
2026/03/29 11:44:28.324, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.50 W
2026/03/29 11:44:58.325, 0, 100 %, 50 %, 32136 MiB, 49140 MiB, 59, 162.56 W
2026/03/29 11:44:58.325, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 16.78 W
2026/03/29 11:44:58.326, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.54 W
2026/03/29 11:44:58.326, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.45 W
2026/03/29 11:45:28.326, 0, 100 %, 6 %, 32136 MiB, 49140 MiB, 62, 151.33 W
2026/03/29 11:45:28.327, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 16.86 W
2026/03/29 11:45:28.327, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.71 W
2026/03/29 11:45:28.327, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.26 W
2026/03/29 11:45:58.327, 0, 100 %, 4 %, 32136 MiB, 49140 MiB, 65, 189.84 W
2026/03/29 11:45:58.328, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 17.22 W
2026/03/29 11:45:58.328, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.68 W
2026/03/29 11:45:58.328, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.64 W
2026/03/29 11:46:28.328, 0, 100 %, 29 %, 32136 MiB, 49140 MiB, 67, 227.49 W
2026/03/29 11:46:28.328, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 17.64 W
2026/03/29 11:46:28.328, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.75 W
2026/03/29 11:46:28.329, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.40 W
2026/03/29 11:46:58.329, 0, 100 %, 33 %, 32136 MiB, 49140 MiB, 66, 216.34 W
2026/03/29 11:46:58.330, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 16.98 W
2026/03/29 11:46:58.330, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.53 W
2026/03/29 11:46:58.330, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.65 W
2026/03/29 11:47:28.330, 0, 100 %, 22 %, 32136 MiB, 49140 MiB, 66, 200.21 W
2026/03/29 11:47:28.331, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 16.78 W
2026/03/29 11:47:28.331, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.39 W
2026/03/29 11:47:28.331, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.47 W
2026/03/29 11:47:58.331, 0, 100 %, 6 %, 32138 MiB, 49140 MiB, 65, 166.45 W
2026/03/29 11:47:58.331, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 16.90 W
2026/03/29 11:47:58.331, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.59 W
2026/03/29 11:47:58.332, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.56 W
2026/03/29 11:48:28.332, 0, 100 %, 5 %, 32138 MiB, 49140 MiB, 65, 171.11 W
2026/03/29 11:48:28.332, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 16.88 W
2026/03/29 11:48:28.332, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.22 W
2026/03/29 11:48:28.332, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.48 W
2026/03/29 11:48:58.333, 0, 100 %, 5 %, 32138 MiB, 49140 MiB, 67, 197.51 W
2026/03/29 11:48:58.333, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 16.63 W
2026/03/29 11:48:58.333, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.47 W
2026/03/29 11:48:58.333, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.66 W
2026/03/29 11:49:28.334, 0, 100 %, 6 %, 32138 MiB, 49140 MiB, 68, 211.88 W
2026/03/29 11:49:28.334, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 16.69 W
2026/03/29 11:49:28.334, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.69 W
2026/03/29 11:49:28.334, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.59 W
2026/03/29 11:49:58.334, 0, 100 %, 23 %, 32138 MiB, 49140 MiB, 66, 212.90 W
2026/03/29 11:49:58.335, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 16.95 W
2026/03/29 11:49:58.335, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.75 W
2026/03/29 11:49:58.335, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.51 W
2026/03/29 11:50:28.335, 0, 100 %, 20 %, 32138 MiB, 49140 MiB, 66, 213.10 W
2026/03/29 11:50:28.336, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 16.63 W
2026/03/29 11:50:28.336, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.86 W
2026/03/29 11:50:28.336, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.41 W
2026/03/29 11:50:58.336, 0, 100 %, 18 %, 32138 MiB, 49140 MiB, 66, 165.46 W
2026/03/29 11:50:58.337, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 17.03 W
2026/03/29 11:50:58.337, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.93 W
2026/03/29 11:50:58.337, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.28 W
2026/03/29 11:51:28.338, 0, 100 %, 8 %, 32138 MiB, 49140 MiB, 66, 166.01 W
2026/03/29 11:51:28.338, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 16.87 W
2026/03/29 11:51:28.338, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.91 W
2026/03/29 11:51:28.338, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.46 W
2026/03/29 11:51:58.338, 0, 100 %, 7 %, 32138 MiB, 49140 MiB, 66, 164.02 W
2026/03/29 11:51:58.339, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 16.53 W
2026/03/29 11:51:58.339, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.80 W
2026/03/29 11:51:58.339, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.41 W
2026/03/29 11:52:28.339, 0, 100 %, 6 %, 32138 MiB, 49140 MiB, 66, 163.01 W
2026/03/29 11:52:28.339, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 17.03 W
2026/03/29 11:52:28.339, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 18.01 W
2026/03/29 11:52:28.339, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.35 W
2026/03/29 11:52:58.340, 0, 100 %, 8 %, 32138 MiB, 49140 MiB, 66, 164.43 W
2026/03/29 11:52:58.340, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 17.07 W
2026/03/29 11:52:58.340, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.73 W
2026/03/29 11:52:58.340, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.48 W
2026/03/29 11:53:28.340, 0, 100 %, 8 %, 32138 MiB, 49140 MiB, 66, 165.17 W
2026/03/29 11:53:28.341, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 17.00 W
2026/03/29 11:53:28.341, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.62 W
2026/03/29 11:53:28.341, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.58 W
2026/03/29 11:53:58.341, 0, 100 %, 9 %, 32138 MiB, 49140 MiB, 66, 164.08 W
2026/03/29 11:53:58.342, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 17.05 W
2026/03/29 11:53:58.342, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.46 W
2026/03/29 11:53:58.342, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.47 W
2026/03/29 11:54:28.342, 0, 100 %, 10 %, 32138 MiB, 49140 MiB, 65, 162.30 W
2026/03/29 11:54:28.343, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 16.73 W
2026/03/29 11:54:28.343, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.82 W
2026/03/29 11:54:28.343, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.39 W
2026/03/29 11:54:58.343, 0, 100 %, 11 %, 32138 MiB, 49140 MiB, 65, 163.09 W
2026/03/29 11:54:58.343, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 16.62 W
2026/03/29 11:54:58.344, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 18.08 W
2026/03/29 11:54:58.344, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.53 W
2026/03/29 11:55:28.344, 0, 100 %, 8 %, 32138 MiB, 49140 MiB, 65, 159.41 W
2026/03/29 11:55:28.344, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 16.87 W
2026/03/29 11:55:28.344, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.73 W
2026/03/29 11:55:28.345, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.44 W
2026/03/29 11:55:58.345, 0, 100 %, 9 %, 32138 MiB, 49140 MiB, 65, 157.50 W
2026/03/29 11:55:58.345, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 16.68 W
2026/03/29 11:55:58.345, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.63 W
2026/03/29 11:55:58.345, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.52 W
2026/03/29 11:56:28.346, 0, 100 %, 9 %, 32138 MiB, 49140 MiB, 66, 178.88 W
2026/03/29 11:56:28.346, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 17.14 W
2026/03/29 11:56:28.346, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.76 W
2026/03/29 11:56:28.346, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.45 W
2026/03/29 11:56:58.346, 0, 100 %, 6 %, 32138 MiB, 49140 MiB, 66, 194.66 W
2026/03/29 11:56:58.347, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 17.25 W
2026/03/29 11:56:58.347, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.77 W
2026/03/29 11:56:58.347, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.49 W
2026/03/29 11:57:28.348, 0, 100 %, 6 %, 32138 MiB, 49140 MiB, 67, 215.68 W
2026/03/29 11:57:28.348, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 16.82 W
2026/03/29 11:57:28.348, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 18.08 W
2026/03/29 11:57:28.348, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.43 W
2026/03/29 11:57:58.349, 0, 100 %, 65 %, 32138 MiB, 49140 MiB, 65, 199.56 W
2026/03/29 11:57:58.349, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 17.07 W
2026/03/29 11:57:58.349, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.78 W
2026/03/29 11:57:58.349, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.47 W
2026/03/29 11:58:28.349, 0, 100 %, 39 %, 32138 MiB, 49140 MiB, 65, 220.21 W
2026/03/29 11:58:28.350, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 17.13 W
2026/03/29 11:58:28.350, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 18.23 W
2026/03/29 11:58:28.350, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.48 W
2026/03/29 11:58:58.350, 0, 0 %, 0 %, 1262 MiB, 49140 MiB, 61, 86.93 W
2026/03/29 11:58:58.351, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 16.83 W
2026/03/29 11:58:58.351, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 32, 17.72 W
2026/03/29 11:58:58.351, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.46 W
2026/03/29 11:59:28.352, 0, 0 %, 0 %, 2058 MiB, 49140 MiB, 57, 84.24 W
2026/03/29 11:59:28.352, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 16.91 W
2026/03/29 11:59:28.352, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.91 W
2026/03/29 11:59:28.352, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.38 W
2026/03/29 11:59:58.353, 0, 0 %, 0 %, 2058 MiB, 49140 MiB, 54, 83.12 W
2026/03/29 11:59:58.354, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 16.51 W
2026/03/29 11:59:58.354, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 18.19 W
2026/03/29 11:59:58.354, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.45 W
2026/03/29 12:00:28.355, 0, 0 %, 0 %, 2058 MiB, 49140 MiB, 53, 81.99 W
2026/03/29 12:00:28.355, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 16.84 W
2026/03/29 12:00:28.355, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 18.08 W
2026/03/29 12:00:28.355, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.64 W
2026/03/29 12:00:58.356, 0, 0 %, 0 %, 2058 MiB, 49140 MiB, 51, 80.77 W
2026/03/29 12:00:58.356, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 17.16 W
2026/03/29 12:00:58.357, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.96 W
2026/03/29 12:00:58.357, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.50 W
2026/03/29 12:01:28.358, 0, 0 %, 0 %, 2058 MiB, 49140 MiB, 50, 79.98 W
2026/03/29 12:01:28.358, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 16.77 W
2026/03/29 12:01:28.358, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 34, 17.79 W
2026/03/29 12:01:28.358, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.57 W
2026/03/29 12:01:58.359, 0, 0 %, 0 %, 2058 MiB, 49140 MiB, 49, 79.29 W
2026/03/29 12:01:58.360, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 16.85 W
2026/03/29 12:01:58.360, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 34, 17.76 W
2026/03/29 12:01:58.360, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.46 W
2026/03/29 12:02:28.361, 0, 100 %, 20 %, 47560 MiB, 49140 MiB, 54, 201.89 W
2026/03/29 12:02:28.362, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 17.22 W
2026/03/29 12:02:28.362, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 34, 17.88 W
2026/03/29 12:02:28.362, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.33 W
2026/03/29 12:02:58.362, 0, 100 %, 27 %, 47574 MiB, 49140 MiB, 61, 204.68 W
2026/03/29 12:02:58.363, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 35, 17.73 W
2026/03/29 12:02:58.363, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 34, 17.75 W
2026/03/29 12:02:58.363, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.58 W
2026/03/29 12:03:28.363, 0, 100 %, 36 %, 47574 MiB, 49140 MiB, 63, 178.58 W
2026/03/29 12:03:28.363, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 17.52 W
2026/03/29 12:03:28.363, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 34, 17.75 W
2026/03/29 12:03:28.364, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.49 W
2026/03/29 12:03:58.364, 0, 100 %, 9 %, 47574 MiB, 49140 MiB, 65, 163.47 W
2026/03/29 12:03:58.364, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 17.64 W
2026/03/29 12:03:58.364, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 34, 17.32 W
2026/03/29 12:03:58.364, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.53 W
2026/03/29 12:04:28.365, 0, 100 %, 10 %, 47574 MiB, 49140 MiB, 65, 174.95 W
2026/03/29 12:04:28.365, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 17.64 W
2026/03/29 12:04:28.366, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 34, 17.88 W
2026/03/29 12:04:28.366, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.39 W
2026/03/29 12:04:58.367, 0, 100 %, 7 %, 47574 MiB, 49140 MiB, 68, 177.70 W
2026/03/29 12:04:58.367, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 17.24 W
2026/03/29 12:04:58.367, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.83 W
2026/03/29 12:04:58.367, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.49 W
2026/03/29 12:05:28.367, 0, 100 %, 6 %, 47574 MiB, 49140 MiB, 67, 158.33 W
2026/03/29 12:05:28.367, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 17.20 W
2026/03/29 12:05:28.368, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.62 W
2026/03/29 12:05:28.368, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.48 W
2026/03/29 12:05:58.368, 0, 100 %, 6 %, 47574 MiB, 49140 MiB, 66, 159.74 W
2026/03/29 12:05:58.368, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 16.89 W
2026/03/29 12:05:58.369, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.73 W
2026/03/29 12:05:58.369, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 20.56 W
2026/03/29 12:06:28.369, 0, 100 %, 17 %, 47574 MiB, 49140 MiB, 66, 217.33 W
2026/03/29 12:06:28.369, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 16.77 W
2026/03/29 12:06:28.369, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.39 W
2026/03/29 12:06:28.369, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.37 W
2026/03/29 12:06:58.370, 0, 100 %, 28 %, 47574 MiB, 49140 MiB, 66, 186.58 W
2026/03/29 12:06:58.370, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 34, 17.35 W
2026/03/29 12:06:58.370, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.77 W
2026/03/29 12:06:58.370, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.64 W
2026/03/29 12:07:28.371, 0, 100 %, 7 %, 47576 MiB, 49140 MiB, 66, 160.77 W
2026/03/29 12:07:28.371, 1, 0 %, 0 %, 6 MiB, 49140 MiB, 33, 17.15 W
2026/03/29 12:07:28.371, 2, 0 %, 0 %, 4 MiB, 49140 MiB, 33, 17.96 W
2026/03/29 12:07:28.371, 3, 0 %, 0 %, 6 MiB, 49140 MiB, 32, 20.53 W
